Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES,Data_Source,BindingDB Reactant_set_id
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2018578,EC50,7300.0,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccncc3)nc2c1,CHEMBL,
CHEMBL2018578,EC50,7244.36,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3ccncc3)nc2c1,CHEMBL,
CHEMBL2018582,EC50,6700.0,C19H18N6O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cnccn3)nc2c1,CHEMBL,
CHEMBL2018582,EC50,6760.83,C19H18N6O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cnccn3)nc2c1,CHEMBL,
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746059,EC50,1400.0,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746059,EC50,1412.54,C25H28N6O,NC(=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3357143,EC50,22.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357143,EC50,3.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL4786568,EC50,210.0,C31H29N3O4S,CCN(CC)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL,
CHEMBL4759522,EC50,450.0,C28H22N2O5S,COc1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL,
CHEMBL4786072,EC50,370.0,C31H27N3O4S,O=C(c1ccc(N2CCCC2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4755069,EC50,2720.0,C22H18N2O4S,CC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4747670,EC50,1760.0,C28H23N3O5S,COc1ccc(-c2nc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)sc2NC(=O)c2ccccc2)cc1,CHEMBL,
CHEMBL4103866,EC50,1000.0,C21H15N3O3,O=c1c(-c2ccccc2[N+](=O)[O-])nc2ccccc2n1Cc1ccccc1,CHEMBL,
CHEMBL4060418,EC50,65.0,C16H13N3O3,CCn1c(=O)c(-c2cccc([N+](=O)[O-])c2)nc2ccccc21,CHEMBL,
CHEMBL4083281,EC50,20.0,C19H13N3O4,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccco1,CHEMBL,
CHEMBL4100901,EC50,240.0,C16H17F6N5O,CCN(CC)c1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL4070356,EC50,2800.0,C16H16ClF6N5O,CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL1098166,EC50,3400.0,C26H26BrN5O3S,COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(-c3ccc(Br)cc3)n2)cc1,CHEMBL,
CHEMBL1098166,EC50,3388.44,C26H26BrN5O3S,COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(-c3ccc(Br)cc3)n2)cc1,CHEMBL,
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357126,EC50,97.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3357126,EC50,11.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3357125,EC50,20.0,C20H17N3O2,CCc1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3746321,EC50,2300.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3746321,EC50,10900.0,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3746321,EC50,2290.87,C26H31N7O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CC(N)=O)CC4)c3C2)cc1,CHEMBL,
CHEMBL3745956,EC50,100000.0,C26H33N7O2S,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(S(=O)(=O)c2ccccc2)CC3)CC1,CHEMBL,
CHEMBL4164907,EC50,87.0,C27H20N2O4S,O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4164907,EC50,87.1,C27H20N2O4S,O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4160001,EC50,3800.0,C21H15BrF2N2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL4160001,EC50,3801.89,C21H15BrF2N2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL3354673,EC50,100.0,C18H13N3O2,O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3354673,EC50,100.0,C18H13N3O2,O=C(Nc1ccc2cc[nH]c2c1)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL1949981,EC50,1400.0,C22H19ClFN5OS2,Cc1nc(NC(=O)c2ccc([19F])cc2)sc1-c1csc(Nc2cc(N(C)C)ccc2Cl)n1,CHEMBL,
CHEMBL2069648,EC50,1600.0,C22H24ClN7O3S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(CO)nn2)s1,CHEMBL,
CHEMBL2069648,EC50,1600.0,C22H24ClN7O3S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)c(-n2cc(CO)nn2)s1,CHEMBL,
CHEMBL4064125,EC50,63.0,C21H14BrN3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(Br)ccc2n1Cc1ccccc1,CHEMBL,
CHEMBL3357139,EC50,100.0,C20H20N2O2,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL,
CHEMBL4061323,EC50,760.0,C21H14ClN3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2ccc(Cl)cc2n1Cc1ccccc1,CHEMBL,
CHEMBL1098233,EC50,3000.0,C23H28ClN5O4S,COc1ccc(Cl)cc1Cn1nc(C(=O)NCCO)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL,
CHEMBL1097861,EC50,750.0,C27H29N5O2S,Cc1nc(NC(=O)C(C)(C)C)sc1-c1cc(C(=O)NCc2ccccc2)nn1Cc1ccccc1,CHEMBL,
CHEMBL3597875,EC50,71000.0,C17H14N2O2S2,CSc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)cs2)c1,CHEMBL,
CHEMBL3597841,EC50,34000.0,C17H13N3S2,CSc1cccc(Nc2nc(-c3ccc(C#N)cc3)cs2)c1,CHEMBL,
CHEMBL3357128,EC50,6000.0,C17H15N3O2,Cc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL,
CHEMBL1098499,EC50,1000.0,C28H30ClN5O4S,COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(Cc3cc(Cl)ccc3OC)n2)cc1,CHEMBL,
CHEMBL3354672,EC50,2100.0,C24H20N2O2,O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL,
CHEMBL3354672,EC50,2100.0,C24H20N2O2,O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL,
CHEMBL4745080,EC50,60000.0,C17H18N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C)[nH]n1)CC3,CHEMBL,
CHEMBL4750913,EC50,5700.0,C19H22N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(C)C)[nH]n1)CC3,CHEMBL,
CHEMBL3357126,EC50,97.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3357126,EC50,11.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL4588847,EC50,105.0,C30H37F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C,CHEMBL,
CHEMBL3747046,EC50,1500.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,11700.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,1513.56,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL4066158,EC50,81.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4066158,EC50,2.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4082311,EC50,101.0,C17H23N3O4S,CC1(C)Cc2c(sc(NC(=O)C3CCNC3=O)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL3544914,EC50,272.0,C26H27F3N2O6,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL,
CHEMBL3933231,EC50,285.0,C27H29F3N2O6,CC(C)(CCOC[C@@H](O)CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2[nH]1,CHEMBL,
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3298812,EC50,7500.0,C14H17N5O4,C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,CHEMBL,
CHEMBL3298812,EC50,104000.0,C14H17N5O4,C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O,CHEMBL,
CHEMBL4065523,EC50,18000.0,C16H16F6N6O3,CCN(CC)c1nc(Nc2ccc([N+](=O)[O-])cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL4092200,EC50,900.0,C17H17F6N5O3,CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL3357143,EC50,22.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357143,EC50,3.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3356636,EC50,6400.0,C19H15N3O2,Cn1ccc2ccc(NC(=O)c3c[nH]c4ccccc4c3=O)cc21,CHEMBL,
CHEMBL3746547,EC50,200.0,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL,
CHEMBL3746547,EC50,199.53,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL,
CHEMBL4086410,EC50,2500.0,C26H20F3NO4,O=C(NC1CC(c2ccc(F)cc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL1099214,EC50,8500.0,C22H26N4O3S,CCOC(=O)c1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1Cc1ccccc1,CHEMBL,
CHEMBL1097860,EC50,3000.0,C23H27N5O2S,C=CCn1nc(C(=O)NCc2ccccc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL,
CHEMBL75680,EC50,150.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL75680,EC50,140.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL75680,EC50,111.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL,
CHEMBL4779543,EC50,9300.0,C22H18N2O5S,COc1ccc(C(=O)c2cnc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)s2)cc1,CHEMBL,
CHEMBL4763661,EC50,70.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4752107,EC50,110.0,C28H20N2O6S,O=C(c1ccc2c(c1)OCO2)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4758104,EC50,790.0,C26H19N3O4S,O=C(c1cccnc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4763661,EC50,70.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4744909,EC50,350.0,C17H15F3N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3,CHEMBL,
CHEMBL4741301,EC50,17.0,C18H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)[C@H](C)C3,CHEMBL,
CHEMBL1583913,EC50,15000.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL,
CHEMBL1583913,EC50,3800.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC,CHEMBL,
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,5900.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,1500.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,2187.76,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,14000.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018577,EC50,2700.0,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL2018577,EC50,2691.53,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL4160444,EC50,2300.0,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL4160444,EC50,2290.87,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL1098779,EC50,930.0,C23H27N5O3S,C=CCn1nc(C(=O)Nc2ccc(OC)cc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL,
CHEMBL1096523,EC50,1000.0,C25H30ClN5O4S,COc1ccc(Cl)cc1Cn1nc(C(=O)N2CCOCC2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C,CHEMBL,
CHEMBL262627,EC50,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,870.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL262627,EC50,707.95,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL,
CHEMBL28,EC50,9000.0,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL,
CHEMBL4064946,EC50,11000.0,C26H20ClF2NO4,O=C(NC1CC(c2ccccc2Cl)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4091682,EC50,2700.0,C22H20F3NO4,CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1,CHEMBL,
CHEMBL4776895,EC50,110.0,C29H24N2O6S,COc1ccc(OC)c(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)c1,CHEMBL,
CHEMBL4067042,EC50,87.0,C28H20F5NO6,O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(C(F)(F)F)cc3O2)c1,CHEMBL,
CHEMBL1949982,EC50,1400.0,C21H16ClFN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccc([19F])cc3)nc2C)cs1,CHEMBL,
CHEMBL2018580,EC50,4200.0,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1,CHEMBL,
CHEMBL2018580,EC50,4168.69,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1,CHEMBL,
CHEMBL3956217,EC50,981.0,C28H34N2O3,CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)CCC5)CC3)ccc2n1C[C@@H](O)CO,CHEMBL,
CHEMBL3908746,EC50,81.75,C27H29F3N2O6,CC(C)(CCO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL,
CHEMBL3357138,EC50,5100.0,C20H21N3O4S,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1S(N)(=O)=O,CHEMBL,
CHEMBL3357136,EC50,100.0,C21H22N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1CO,CHEMBL,
CHEMBL3357130,EC50,300.0,C19H19N3O2,CC(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N,CHEMBL,
CHEMBL260775,EC50,2300.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,1100.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,3000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,1096.48,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL260775,EC50,2800.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL,
CHEMBL3986594,EC50,283.5,C24H21F2N3O3,CC(C)(C)c1cc2c(C#N)c(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2[nH]1,CHEMBL,
CHEMBL2018583,EC50,2700.0,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1,CHEMBL,
CHEMBL2018583,EC50,2691.53,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1,CHEMBL,
CHEMBL4564745,EC50,20000.0,C29H25F2NO6,O=C(O)c1cccc([C@@H]2C[C@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@H](c3ccccc3)O2)c1,CHEMBL,
